Account_No,Age,Gender,EducationLevel,Marital_Status,Account_Type,No_Of_Linked_Accounts,No_Of_Months_On_Bank,Has_Credit_Card,Credit_Score,Estimated_Income,Balance_Amount
4998372392,54,Male,Uneducated,Single,Savings,2,40,No,758,80K - 120K,542265196.9
4998372393,51,Female,High School,Single,Savings,1,41,Yes,606,Less than 40K,541988555
4998372394,58,Female,High School,Divorced,Salary,1,67,No,640,Unknown,544988555
4998372395,36,Female,Uneducated,Married,Savings,1,38,Yes,753,40K - 60K,547988555
4998372396,52,Female,Unknown,Single,Savings,1,38,Yes,559,Less than 40K,545814581.9
4998372397,45,Female,Graduate,Married,Savings,2,50,No,754,40K - 60K,545378564
4998372398,51,Male,Doctorate,Single,Savings,1,51,No,621,60K - 80K,545374621.2
4998372399,54,Female,College,Single,Savings,1,37,No,654,Less than 40K,546374621.2
4998372400,50,Female,Post-Graduate,Single,Savings,1,24,Yes,650,Unknown,547374621.2
4998372401,37,Female,Graduate,Married,Savings,1,44,No,831,Less than 40K,547874621.2
4998372402,42,Female,Unknown,Single,Savings,2,39,Yes,519,Less than 40K,546463412.6
4998372403,47,Female,High School,Single,Savings,1,42,No,552,Less than 40K,546963412.6
4998372404,45,Female,Graduate,Married,Savings,1,41,No,577,40K - 60K,547463412.6
4998372405,40,Male,High School,Single,Savings,1,45,No,576,40K - 60K,547963412.6
4998372406,48,Male,Unknown,Single,Savings,2,40,Yes,646,80K - 120K,547127738.8
4998372407,42,Female,Unknown,Single,Savings,2,45,Yes,711,40K - 60K,547124083
4998372408,47,Male,College,Married,Current,2,37,No,806,60K - 80K,548124083
4998372409,54,Female,College,Single,Savings,1,39,No,670,Less than 40K,546340028.5
4998372410,38,Male,Graduate,Unknown,Savings,2,28,No,679,40K - 60K,547340028.5
4998372411,43,Male,College,Married,Savings,2,39,Yes,850,60K - 80K,547840028.5
4998372412,43,Female,High School,Unknown,Savings,1,35,No,670,Less than 40K,545491152.5
4998372413,37,Female,High School,Married,Savings,1,24,Yes,733,Unknown,544570237.9
4998372414,41,Female,High School,Single,Savings,2,39,Yes,764,40K - 60K,544564956.7
4998372415,45,Female,Unknown,Single,Savings,2,42,Yes,673,Less than 40K,544562934.8
4998372416,49,Female,Unknown,Married,Savings,3,49,Yes,588,Less than 40K,544560916.3
4998372417,54,Female,Graduate,Single,Savings,1,31,Yes,564,Less than 40K,547560916.3
4998372418,45,Male,High School,Divorced,Savings,1,32,Yes,715,Less than 40K,547860916.3
4998372419,52,Male,Unknown,Married,Savings,1,31,Yes,621,80K - 120K,548260916.3
4998372420,40,Female,High School,Married,Savings,2,23,No,796,40K - 60K,547980626.1
4998372421,54,Female,College,Single,Savings,1,34,No,672,Less than 40K,547981418.8
4998372422,52,Female,Post-Graduate,Married,Savings,1,46,Yes,527,Less than 40K,547977766.5
4998372423,58,Female,High School,Married,Savings,2,38,No,722,Less than 40K,545900318
4998372424,51,Female,Graduate,Single,Savings,2,34,No,596,Less than 40K,546400318
4998372425,40,Male,Graduate,Married,Savings,2,32,Yes,746,120K +,547400318
4998372426,49,Female,Unknown,Married,Savings,2,26,Yes,523,Less than 40K,547900318
4998372427,39,Female,High School,Single,Savings,2,44,Yes,624,Unknown,544691115.4
4998372428,54,Female,Doctorate,Single,Savings,2,38,Yes,553,Less than 40K,543462201.3
4998372429,42,Male,High School,Married,Savings,2,33,Yes,850,80K - 120K,545462201.3
4998372430,40,Female,Unknown,Single,Savings,2,33,Yes,599,Less than 40K,545962201.3
4998372431,41,Female,Unknown,Single,Savings,1,35,No,492,40K - 60K,546462201.3
4998372432,50,Female,Uneducated,Married,Savings,1,48,Yes,707,Less than 40K,546962201.3
4998372433,47,Male,Doctorate,Divorced,Savings,1,30,Yes,743,80K - 120K,547462201.3
4998372434,46,Male,High School,Married,Savings,1,41,Yes,522,60K - 80K,547762201.3
4998372435,52,Female,Graduate,Married,Savings,1,57,No,681,Less than 40K,548262201.3
4998372436,53,Female,Unknown,Married,Savings,1,49,No,826,Unknown,547974648.1
4998372437,56,Female,Unknown,Single,Savings,1,28,Yes,630,Less than 40K,548274648.1
4998372438,57,Female,Graduate,Married,Savings,2,66,Yes,430,40K - 60K,546776294
4998372439,56,Female,Uneducated,Married,Savings,2,67,No,806,40K - 60K,544338463.8
4998372440,34,Female,Uneducated,Single,Savings,1,39,No,703,Less than 40K,543139868.7
4998372441,46,Male,High School,Married,Savings,1,38,No,755,80K - 120K,543139364
4998372442,47,Female,High School,Single,Savings,2,63,Yes,612,40K - 60K,545139364
4998372443,40,Female,Unknown,Married,Savings,2,54,Yes,719,40K - 60K,548139364
4998372444,53,Male,High School,Married,Savings,1,55,No,554,60K - 80K,547769782.3
4998372445,55,Male,Graduate,Single,Savings,1,30,No,683,80K - 120K,548269782.3
4998372446,51,Female,Graduate,Married,Current,1,41,Yes,749,40K - 60K,546105742.1
4998372447,52,Female,Unknown,Married,Savings,2,36,Yes,724,Less than 40K,544989085.2
4998372448,40,Male,Uneducated,Married,Savings,2,30,No,770,80K - 120K,544547682.3
4998372449,45,Female,Unknown,Single,Savings,2,37,Yes,680,Less than 40K,545047682.3
4998372450,46,Female,Graduate,Married,Savings,1,32,Yes,699,Less than 40K,547047682.3
4998372451,38,Female,Graduate,Married,Savings,2,34,Yes,442,Less than 40K,547547682.3
4998372452,46,Female,Unknown,Single,Savings,1,46,No,529,Less than 40K,547947682.3
4998372453,47,Female,High School,Divorced,Savings,2,36,Yes,574,Less than 40K,548247682.3
4998372454,44,Female,Uneducated,Married,Savings,1,33,No,605,40K - 60K,547171718
4998372455,36,Male,Graduate,Married,Savings,3,45,Yes,515,80K - 120K,547571718
4998372456,40,Male,Graduate,Single,Savings,1,65,Yes,632,60K - 80K,547871718
4998372457,49,Female,Graduate,Married,Savings,1,32,Yes,558,Less than 40K,548171718
4998372458,56,Female,College,Married,Savings,2,55,Yes,434,Unknown,543169568.9
4998372459,45,Female,Graduate,Married,Savings,1,59,Yes,525,Less than 40K,546169568.9
4998372460,38,Female,High School,Single,Savings,1,23,Yes,640,Less than 40K,548169568.9
4998372461,43,Female,Uneducated,Single,Savings,1,36,No,690,Less than 40K,543976594
4998372462,48,Male,Graduate,Single,Savings,1,34,Yes,607,40K - 60K,542677591.2
4998372463,39,Female,Unknown,Single,Savings,2,46,Yes,850,Less than 40K,542370281.8
4998372464,62,Female,Unknown,Single,Savings,2,34,Yes,780,Less than 40K,542348459.9
4998372465,47,Female,Graduate,Married,Savings,1,28,No,616,Unknown,542848459.9
4998372466,57,Female,High School,Married,Savings,2,40,Yes,618,Unknown,545848459.9
4998372467,48,Female,Unknown,Single,Savings,1,29,No,676,Unknown,547848459.9
4998372468,48,Female,Uneducated,Unknown,Savings,2,33,Yes,507,40K - 60K,548248459.9
4998372469,34,Female,Graduate,Unknown,Savings,2,34,No,490,Less than 40K,546347315.9
4998372470,46,Female,College,Married,Savings,1,36,Yes,678,Less than 40K,546747315.9
4998372471,49,Female,Post-Graduate,Married,Savings,2,30,Yes,637,Less than 40K,547147315.9
4998372472,48,Female,College,Married,Savings,2,33,Yes,602,Less than 40K,547547315.9
4998372473,42,Female,Graduate,Single,Savings,1,30,Yes,744,40K - 60K,547847315.9
4998372474,47,Male,Graduate,Married,Savings,2,50,No,640,60K - 80K,548247315.9
4998372475,45,Male,Graduate,Single,Savings,1,38,No,684,80K - 120K,546011073
4998372476,41,Male,High School,Unknown,Savings,2,39,Yes,495,40K - 60K,544907501.8
4998372477,45,Female,High School,Single,Savings,1,28,No,559,40K - 60K,545207501.8
4998372478,57,Male,Uneducated,Divorced,Savings,2,38,Yes,684,80K - 120K,548207501.8
4998372479,49,Female,Uneducated,Single,Savings,1,42,Yes,613,Less than 40K,547924420.8
4998372480,50,Female,Uneducated,Single,Savings,2,30,Yes,794,Less than 40K,545329101.6
4998372481,51,Female,Graduate,Divorced,Savings,3,42,No,736,Less than 40K,544261253.9
4998372482,44,Female,Uneducated,Single,Savings,2,49,No,692,Unknown,544260242.9
4998372483,40,Female,Uneducated,Married,Savings,1,36,Yes,703,Unknown,544236733.8
4998372484,37,Female,Graduate,Married,Savings,2,23,Yes,720,Less than 40K,544236228.3
4998372485,46,Male,Unknown,Married,Savings,2,44,No,777,80K - 120K,544232335.1
4998372486,39,Female,Graduate,Single,Savings,2,44,Yes,653,Less than 40K,546232335.1
4998372487,38,Female,Unknown,Married,Savings,1,38,No,552,40K - 60K,548232335.1
4998372488,45,Female,Unknown,Single,Savings,1,34,Yes,708,Less than 40K,546684447.2
4998372489,37,Female,Post-Graduate,Married,Savings,2,40,No,647,Less than 40K,546681179.3
4998372490,43,Female,Uneducated,Married,Savings,2,52,Yes,597,40K - 60K,547081179.3
4998372491,48,Female,Graduate,Married,Savings,1,42,No,501,Less than 40K,547381179.3
4998372492,51,Female,Uneducated,Divorced,Savings,1,44,Yes,709,Less than 40K,547781179.3
4998372493,44,Female,Doctorate,Unknown,Savings,2,34,Yes,621,Unknown,548181179.3
4998372494,39,Male,Graduate,Married,Savings,1,70,Yes,799,80K - 120K,547827441.5
4998372495,47,Male,College,Divorced,Savings,2,33,Yes,675,80K - 120K,547829624.2
4998372496,51,Female,Graduate,Single,Savings,2,35,Yes,561,40K - 60K,548229624.2
4998372497,54,Male,High School,Married,Savings,2,42,Yes,707,60K - 80K,545595352.4
4998372498,53,Female,Unknown,Married,Savings,1,33,Yes,670,40K - 60K,544322135.9
4998372499,48,Male,High School,Single,Savings,1,32,Yes,649,60K - 80K,544321807.7
4998372500,35,Male,College,Married,Savings,1,28,Yes,524,Less than 40K,544721807.7
4998372501,46,Female,Unknown,Unknown,Savings,1,30,Yes,689,40K - 60K,545221807.7
4998372502,49,Female,Unknown,Single,Savings,1,72,Yes,573,40K - 60K,548221807.7
4998372503,42,Female,Uneducated,Married,Savings,2,33,No,657,Less than 40K,546331687.2
4998372504,43,Female,Uneducated,Married,Savings,1,39,No,686,Less than 40K,546831687.2
4998372505,52,Male,Unknown,Single,Savings,2,29,Yes,683,80K - 120K,547331687.2
4998372506,50,Male,College,Married,Savings,1,47,Yes,753,120K +,547731687.2
4998372507,54,Male,High School,Single,Current,2,30,No,520,80K - 120K,548231687.2
4998372508,55,Female,Uneducated,Unknown,Savings,2,25,Yes,547,Unknown,548232855
4998372509,52,Female,Graduate,Single,Savings,1,47,Yes,653,Less than 40K,547984836.6
4998372510,40,Female,High School,Single,Savings,1,28,Yes,648,Less than 40K,544543142.7
4998372511,60,Female,Unknown,Married,Savings,2,37,No,639,Less than 40K,542763566.7
4998372512,45,Female,Post-Graduate,Unknown,Savings,1,25,No,711,Less than 40K,541707832
4998372513,44,Female,College,Unknown,Savings,3,55,No,484,Unknown,541705610.5
4998372514,44,Female,Graduate,Single,Savings,2,36,Yes,721,40K - 60K,542205610.5
4998372515,57,Female,Doctorate,Single,Savings,1,32,Yes,548,Unknown,545205610.5
4998372516,34,Female,Graduate,Divorced,Savings,3,41,Yes,679,Unknown,548205610.5
4998372517,52,Male,Unknown,Married,Savings,2,41,Yes,553,Less than 40K,547771778.9
4998372518,42,Female,High School,Married,Savings,1,36,No,757,40K - 60K,548271778.9
4998372519,42,Female,Unknown,Single,Savings,1,54,No,581,Less than 40K,548272038.7
4998372520,51,Female,Doctorate,Married,Savings,2,40,No,718,Less than 40K,542988184.1
4998372521,47,Male,High School,Married,Savings,2,41,Yes,625,60K - 80K,547988184.1
4998372522,48,Female,Graduate,Single,Savings,1,39,Yes,744,Less than 40K,545137140.5
4998372523,39,Female,Uneducated,Single,Savings,1,31,No,799,40K - 60K,541019596.4
4998372524,56,Female,Unknown,Married,Savings,2,34,No,751,Less than 40K,539690341.8
4998372525,48,Female,Graduate,Single,Savings,2,35,Yes,781,Less than 40K,538496947.3
4998372526,46,Female,Post-Graduate,Single,Savings,1,46,Yes,777,Unknown,537200527.9
4998372527,46,Female,Graduate,Divorced,Savings,1,24,Yes,704,Less than 40K,536896305.7
4998372528,40,Female,Unknown,Single,Savings,2,47,Yes,539,Less than 40K,536883482.4
4998372529,44,Female,Graduate,Single,Savings,2,29,Yes,716,Unknown,541883482.4
4998372530,45,Female,High School,Single,Savings,2,37,Yes,670,Unknown,543883482.4
4998372531,44,Male,Graduate,Unknown,Savings,1,40,Yes,555,60K - 80K,545883482.4
4998372532,49,Male,Graduate,Unknown,Savings,1,30,Yes,679,80K - 120K,547883482.4
4998372533,45,Male,Unknown,Married,Savings,1,38,Yes,571,80K - 120K,548183482.4
4998372534,44,Female,High School,Single,Savings,1,35,Yes,512,Unknown,548181966.7
4998372535,58,Male,High School,Single,Savings,1,35,Yes,697,80K - 120K,545912836.6
4998372536,38,Female,Graduate,Single,Savings,1,34,Yes,424,40K - 60K,547912836.6
4998372537,48,Male,Graduate,Single,Savings,2,43,Yes,684,80K - 120K,548212836.6
4998372538,43,Female,College,Single,Savings,1,62,Yes,697,Less than 40K,544832110.3
4998372539,36,Female,Unknown,Single,Savings,1,45,Yes,580,Unknown,543692934.5
4998372540,59,Male,Graduate,Single,Savings,1,32,Yes,600,60K - 80K,543464404.4
4998372541,40,Male,Post-Graduate,Single,Savings,2,37,Yes,521,80K - 120K,546464404.4
4998372542,36,Female,Uneducated,Single,Savings,3,44,No,664,Less than 40K,546864404.4
4998372543,40,Male,Unknown,Single,Current,2,77,Yes,634,60K - 80K,547364404.4
4998372544,36,Male,Unknown,Unknown,Savings,2,33,Yes,445,80K - 120K,547764404.4
4998372545,60,Female,Graduate,Married,Savings,2,36,Yes,702,40K - 60K,548264404.4
4998372546,47,Male,Doctorate,Divorced,Savings,2,37,No,485,40K - 60K,548242786.1
4998372547,37,Female,Graduate,Single,Savings,1,40,Yes,582,Unknown,548243575.5
4998372548,51,Female,Doctorate,Single,Savings,3,57,Yes,605,Less than 40K,546019718.8
4998372549,42,Female,Doctorate,Single,Savings,2,25,Yes,628,Less than 40K,548019718.8
4998372550,42,Female,Uneducated,Divorced,Savings,2,28,Yes,604,Unknown,544820996.2
4998372551,45,Female,Uneducated,Married,Savings,1,31,Yes,724,Unknown,543692749.6
4998372552,52,Female,Graduate,Married,Savings,1,40,Yes,567,Less than 40K,543691537
4998372553,57,Female,Graduate,Married,Savings,1,55,Yes,779,Less than 40K,544191537
4998372554,46,Male,Graduate,Married,Savings,1,36,No,785,Less than 40K,546191537
4998372555,35,Female,Unknown,Married,Savings,1,32,Yes,563,40K - 60K,548191537
4998372556,54,Female,Unknown,Single,Savings,1,31,Yes,821,Less than 40K,548191149.7
4998372557,47,Female,College,Married,Savings,4,47,No,747,Less than 40K,547912416
4998372558,26,Female,High School,Married,Savings,1,58,No,600,Less than 40K,548212416
4998372559,56,Female,Graduate,Married,Savings,1,32,Yes,625,Unknown,548208737.3
4998372560,47,Male,Unknown,Single,Savings,1,41,Yes,773,60K - 80K,545640613.5
4998372561,37,Female,Unknown,Single,Savings,1,53,No,726,Less than 40K,544321301.8
4998372562,44,Female,Graduate,Unknown,Savings,1,40,Yes,641,Less than 40K,544289526.6
4998372563,53,Male,College,Single,Current,2,46,Yes,649,120K +,544285088
4998372564,33,Male,Graduate,Single,Savings,1,33,Yes,434,60K - 80K,544785088
4998372565,46,Female,Uneducated,Married,Savings,2,38,No,738,Less than 40K,547785088
4998372566,44,Female,Unknown,Married,Savings,1,60,Yes,762,Less than 40K,548185088
4998372567,48,Female,High School,Married,Savings,1,31,Yes,507,40K - 60K,546376587.1
4998372568,45,Male,Doctorate,Married,Savings,1,27,No,606,120K +,546876587.1
4998372569,48,Female,Graduate,Single,Savings,1,34,Yes,655,Unknown,547376587.1
4998372570,53,Male,High School,Single,Savings,1,51,Yes,697,60K - 80K,547676587.1
4998372571,44,Male,Graduate,Divorced,Savings,2,42,Yes,504,60K - 80K,548176587.1
4998372572,43,Male,Uneducated,Unknown,Savings,1,74,Yes,653,40K - 60K,547853384.3
4998372573,50,Female,Graduate,Single,Savings,1,38,Yes,660,Less than 40K,548253384.3
4998372574,47,Female,Unknown,Single,Savings,2,34,Yes,652,Less than 40K,546605856.6
4998372575,50,Female,Uneducated,Married,Savings,2,42,No,669,Unknown,547105856.6
4998372576,40,Female,Doctorate,Married,Savings,1,35,Yes,594,Less than 40K,547605856.6
4998372577,37,Female,High School,Single,Savings,2,32,Yes,756,Less than 40K,548105856.6
4998372578,47,Female,Uneducated,Single,Savings,2,33,No,642,Less than 40K,545536012.3
4998372579,40,Female,Uneducated,Married,Savings,1,37,No,486,Less than 40K,544378410.4
4998372580,43,Female,Uneducated,Single,Savings,2,55,Yes,804,Less than 40K,544059796.4
4998372581,56,Female,College,Married,Savings,1,59,Yes,629,40K - 60K,544049095.2
4998372582,43,Female,High School,Unknown,Savings,2,44,Yes,581,Less than 40K,544349095.2
4998372583,50,Female,Uneducated,Married,Savings,1,31,Yes,667,Less than 40K,544749095.2
4998372584,50,Female,Unknown,Single,Savings,2,35,No,667,Unknown,545249095.2
4998372585,55,Male,High School,Married,Savings,2,29,Yes,679,120K +,548249095.2
4998372586,27,Female,Uneducated,Unknown,Savings,2,43,Yes,680,Less than 40K,545370537
4998372587,44,Female,College,Married,Savings,1,32,Yes,644,Less than 40K,544139802.7
4998372588,49,Female,Uneducated,Married,Savings,1,30,Yes,571,Unknown,547139802.7
4998372589,51,Female,Post-Graduate,Single,Savings,1,35,Yes,627,40K - 60K,547439802.7
4998372590,43,Female,Uneducated,Divorced,Savings,2,39,Yes,536,Less than 40K,547939802.7
4998372591,54,Female,High School,Divorced,Savings,1,33,Yes,599,Less than 40K,548239802.7
4998372592,44,Male,Graduate,Single,Current,2,34,Yes,744,40K - 60K,548002849.2
4998372593,56,Female,Unknown,Married,Savings,1,34,Yes,709,Less than 40K,546644346.1
4998372594,53,Male,Unknown,Single,Savings,2,31,No,653,Less than 40K,546642102.8
4998372595,45,Female,High School,Married,Savings,1,31,No,648,40K - 60K,547142102.8
4998372596,49,Female,High School,Married,Savings,1,37,Yes,663,Less than 40K,547642102.8
4998372597,38,Female,Doctorate,Married,Savings,1,43,No,613,Less than 40K,547942102.8
4998372598,54,Male,College,Single,Savings,1,28,No,620,120K +,548242102.8
4998372599,45,Male,Graduate,Married,Savings,1,51,Yes,661,120K +,543153249.1
4998372600,53,Male,Unknown,Married,Savings,1,45,No,669,80K - 120K,548153249.1
4998372601,48,Female,Graduate,Single,Savings,1,33,Yes,767,Unknown,548153068.8
4998372602,36,Female,Uneducated,Married,Savings,1,72,Yes,491,Less than 40K,542732060.3
4998372603,40,Male,Unknown,Unknown,Savings,2,43,Yes,653,80K - 120K,541416769
4998372604,53,Female,Unknown,Married,Savings,2,58,Yes,679,40K - 60K,541124575.4
4998372605,40,Female,High School,Divorced,Savings,1,28,Yes,687,Less than 40K,543124575.4
4998372606,41,Female,High School,Single,Savings,2,38,Yes,837,40K - 60K,548124575.4
4998372607,37,Female,Graduate,Single,Savings,2,28,Yes,850,Less than 40K,548117753.4
4998372608,43,Female,Graduate,Single,Savings,1,53,No,663,Less than 40K,545926710.4
4998372609,52,Female,Uneducated,Single,Savings,1,22,Yes,547,Less than 40K,547926710.4
4998372610,48,Female,Unknown,Single,Savings,3,41,Yes,627,Unknown,548226710.4
4998372611,60,Female,College,Married,Savings,2,37,No,707,Less than 40K,545963175.2
4998372612,39,Female,College,Single,Savings,2,43,Yes,629,Less than 40K,544906375.4
4998372613,37,Male,Unknown,Single,Savings,1,36,No,687,40K - 60K,544903899
4998372614,40,Female,Uneducated,Married,Savings,2,36,Yes,588,Less than 40K,545203899
4998372615,34,Female,College,Married,Savings,2,33,Yes,502,Less than 40K,548203899
4998372616,48,Female,Uneducated,Single,Savings,1,54,No,793,Less than 40K,547887771.5
4998372617,56,Female,Uneducated,Single,Savings,1,59,Yes,727,Less than 40K,547890296.9
4998372618,44,Female,Doctorate,Single,Savings,2,32,Yes,632,40K - 60K,544764206.6
4998372619,47,Female,High School,Married,Savings,2,37,Yes,474,Less than 40K,543347123
4998372620,45,Female,Uneducated,Divorced,Savings,2,31,Yes,850,Less than 40K,543341070.9
4998372621,47,Female,Graduate,Single,Savings,1,36,Yes,584,Unknown,543339049
4998372622,35,Female,Graduate,Married,Savings,1,32,No,713,40K - 60K,543839049
4998372623,42,Female,College,Married,Savings,2,24,Yes,742,Less than 40K,546839049
4998372624,47,Male,Uneducated,Married,Savings,3,39,Yes,607,40K - 60K,547239049
4998372625,47,Female,Uneducated,Unknown,Savings,2,34,Yes,761,Unknown,547224751.3
4998372626,47,Male,College,Married,Savings,1,49,Yes,600,40K - 60K,544588298.7
4998372627,50,Female,Uneducated,Single,Savings,1,42,Yes,650,40K - 60K,544888298.7
4998372628,51,Female,High School,Single,Savings,1,56,No,850,40K - 60K,547888298.7
4998372629,45,Female,College,Married,Savings,1,34,Yes,501,Less than 40K,548188298.7
4998372630,47,Female,Unknown,Married,Savings,1,34,Yes,418,Less than 40K,547851490.3
4998372631,42,Male,High School,Married,Savings,1,59,Yes,797,60K - 80K,547852215.2
4998372632,52,Male,Unknown,Single,Savings,2,42,Yes,788,80K - 120K,548052215.2
4998372633,45,Female,College,Divorced,Savings,2,43,Yes,699,40K - 60K,548252215.2
4998372634,48,Male,Graduate,Single,Savings,2,18,Yes,616,40K - 60K,545771670.8
4998372635,52,Female,Graduate,Married,Savings,1,41,Yes,651,40K - 60K,547771670.8
4998372636,58,Female,Post-Graduate,Divorced,Savings,2,28,Yes,654,Less than 40K,548271670.8
4998372637,43,Female,High School,Married,Savings,1,34,Yes,676,Less than 40K,545585293.5
4998372638,39,Female,College,Single,Savings,1,54,No,708,40K - 60K,544286155.3
4998372639,53,Male,College,Single,Savings,1,42,Yes,499,60K - 80K,544285629.6
4998372640,52,Female,Graduate,Single,Savings,2,39,Yes,689,Unknown,546285629.6
4998372641,40,Male,Graduate,Single,Savings,2,54,No,850,40K - 60K,547285629.6
4998372642,62,Female,Graduate,Single,Savings,2,30,Yes,502,Less than 40K,547585629.6
4998372643,52,Female,Unknown,Single,Savings,2,34,No,643,40K - 60K,547885629.6
4998372644,59,Female,Graduate,Married,Savings,2,28,Yes,762,Less than 40K,548185629.6
4998372645,49,Female,Unknown,Married,Savings,1,49,Yes,719,Less than 40K,548186180.9
4998372646,53,Female,Graduate,Divorced,Savings,2,27,Yes,789,Less than 40K,547893814
4998372647,48,Female,Post-Graduate,Married,Savings,2,42,Yes,553,Less than 40K,548193814
4998372648,59,Female,Unknown,Single,Savings,2,25,No,448,40K - 60K,546209972.3
4998372649,50,Male,Unknown,Single,Savings,2,42,No,632,120K +,547209972.3
4998372650,54,Female,Graduate,Married,Savings,2,25,Yes,669,40K - 60K,548209972.3
4998372651,41,Male,Graduate,Married,Savings,2,34,Yes,654,60K - 80K,545034049.5
4998372652,57,Female,Graduate,Married,Savings,2,38,No,726,Less than 40K,548034049.5
4998372653,50,Female,High School,Married,Savings,2,21,No,596,Less than 40K,548234049.5
4998372654,43,Male,Unknown,Single,Savings,1,30,Yes,733,60K - 80K,548232504.5
4998372655,47,Female,High School,Married,Savings,2,35,Yes,529,Unknown,547001095.6
4998372656,55,Male,High School,Single,Savings,2,37,Yes,493,60K - 80K,546614736
4998372657,50,Female,Graduate,Married,Savings,2,29,Yes,615,Less than 40K,547614736
4998372658,46,Female,Unknown,Single,Savings,1,49,No,600,Unknown,547914736
4998372659,47,Male,Graduate,Divorced,Savings,2,36,Yes,666,60K - 80K,548214736
4998372660,53,Female,Graduate,Single,Savings,1,54,No,644,Less than 40K,542385446.7
4998372661,48,Female,High School,Married,Savings,1,36,Yes,692,Unknown,542885446.7
4998372662,60,Female,Graduate,Married,Savings,1,73,Yes,707,Less than 40K,543185446.7
4998372663,42,Male,Post-Graduate,Married,Savings,2,40,Yes,603,80K - 120K,548185446.7
4998372664,52,Female,Graduate,Married,Current,1,34,Yes,671,40K - 60K,545625865.2
4998372665,44,Female,High School,Single,Savings,1,36,Yes,568,Less than 40K,545625556.9
4998372666,38,Male,High School,Single,Savings,3,35,No,598,60K - 80K,544566978.5
4998372667,51,Male,High School,Married,Savings,2,42,Yes,606,80K - 120K,542679769.9
4998372668,50,Female,Graduate,Single,Savings,1,36,Yes,850,Less than 40K,537364442
4998372669,41,Female,High School,Single,Savings,2,26,Yes,644,Unknown,535872234.4
4998372670,61,Female,College,Single,Savings,2,37,Yes,655,Unknown,535583449.4
4998372671,53,Female,Graduate,Married,Savings,2,30,Yes,850,Less than 40K,545583449.4
4998372672,47,Female,Graduate,Married,Savings,2,34,No,683,Less than 40K,545883449.4
4998372673,41,Male,Graduate,Single,Savings,2,37,No,663,60K - 80K,547883449.4
4998372674,54,Female,Doctorate,Single,Savings,1,38,Yes,682,Less than 40K,548183449.4
4998372675,53,Female,Uneducated,Married,Savings,2,77,Yes,639,Less than 40K,548180530.4
4998372676,43,Female,High School,Divorced,Savings,1,23,Yes,704,Less than 40K,546004413.3
4998372677,42,Female,Graduate,Single,Savings,1,40,Yes,691,Less than 40K,547004413.3
4998372678,32,Female,Uneducated,Single,Savings,2,34,Yes,599,Unknown,548004413.3
4998372679,45,Female,Graduate,Married,Savings,1,36,Yes,573,Less than 40K,548204413.3
4998372680,39,Female,Uneducated,Married,Savings,1,41,Yes,589,40K - 60K,548196945.4
4998372681,48,Male,High School,Married,Savings,1,25,Yes,620,60K - 80K,545335634.1
4998372682,56,Female,Unknown,Married,Savings,2,28,Yes,647,Less than 40K,544846687.9
4998372683,48,Female,Graduate,Married,Savings,2,39,No,737,Unknown,544844165.8
4998372684,42,Female,Graduate,Married,Savings,2,41,Yes,634,Less than 40K,545044165.8
4998372685,46,Female,Graduate,Married,Savings,2,38,No,660,Less than 40K,546044165.8
4998372686,46,Female,College,Married,Savings,1,37,No,666,Less than 40K,548044165.8
4998372687,59,Male,High School,Divorced,Savings,1,44,No,696,Less than 40K,548244165.8
4998372688,60,Male,Graduate,Married,Savings,1,29,Yes,836,120K +,547093954.5
4998372689,54,Female,Graduate,Married,Savings,2,34,Yes,667,Unknown,547393954.5
4998372690,50,Male,Unknown,Single,Savings,1,20,Yes,596,60K - 80K,547893954.5
4998372691,41,Female,Uneducated,Married,Savings,1,31,Yes,430,40K - 60K,548193954.5
4998372692,49,Female,Graduate,Married,Savings,2,67,Yes,596,Less than 40K,546070597.5
4998372693,47,Female,College,Single,Savings,1,28,No,599,Less than 40K,543390928.2
4998372694,42,Male,Graduate,Single,Savings,1,22,No,519,40K - 60K,544390928.2
4998372695,35,Female,College,Single,Savings,1,45,No,721,Less than 40K,545390928.2
4998372696,47,Female,Unknown,Married,Savings,2,56,Yes,603,Unknown,545590928.2
4998372697,47,Male,Unknown,Single,Savings,1,47,Yes,572,80K - 120K,545192707
4998372698,44,Female,Graduate,Single,Savings,1,40,Yes,453,Less than 40K,545180090.9
4998372699,32,Female,High School,Divorced,Savings,1,37,Yes,668,Unknown,545177036.4
4998372700,50,Male,Post-Graduate,Married,Savings,1,35,No,762,80K - 120K,545174387.7
4998372701,46,Female,Graduate,Single,Savings,2,39,No,633,Less than 40K,548174387.7
4998372702,52,Female,Graduate,Married,Savings,2,33,Yes,647,Less than 40K,548174278.5
4998372703,38,Male,Unknown,Married,Savings,1,56,No,796,60K - 80K,546950936.9
4998372704,44,Female,High School,Single,Savings,2,39,Yes,733,Less than 40K,547950936.9
4998372705,43,Female,Graduate,Unknown,Savings,1,34,Yes,556,Less than 40K,548250936.9
4998372706,52,Female,Graduate,Married,Savings,2,58,Yes,489,Less than 40K,548249923.8
4998372707,47,Male,Graduate,Single,Savings,2,22,Yes,639,60K - 80K,546188010.7
4998372708,50,Female,Graduate,Married,Savings,1,35,Yes,715,Less than 40K,548188010.7
4998372709,44,Female,Graduate,Unknown,Savings,2,42,Yes,807,Less than 40K,545695580.5
